Time,Source,Destination,Protocol,Length,TotalLength,SourcePort,DestinationPort,DestinationMacAddress,SourceMacAddress,PacketClassification
18.14622,34.117.237.239,192.168.1.93,TCP,66,52,443,49442,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
18.146222,34.120.115.102,192.168.1.93,TCP,66,52,443,49443,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
18.146223,34.120.115.102,192.168.1.93,TCP,66,52,443,49443,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
18.146392,192.168.1.93,34.120.115.102,TCP,66,52,49443,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
18.146393,192.168.1.93,34.120.115.102,TCP,66,52,49443,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
18.146393,192.168.1.93,34.117.237.239,TCP,66,52,49442,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
18.156977,34.120.115.102,192.168.1.93,TCP,60,40,443,49443,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
20.987277,192.168.1.93,13.227.171.225,TCP,54,40,49445,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
21.002466,13.227.171.225,192.168.1.93,TCP,66,52,443,49445,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
21.488477,192.168.1.93,213.121.31.50,TCP,54,40,49410,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
21.488478,192.168.1.93,213.121.31.50,TCP,54,40,49409,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
21.498246,213.121.31.50,192.168.1.93,TCP,66,52,443,49410,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
21.498253,213.121.31.50,192.168.1.93,TCP,66,52,443,49409,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
22.511677,192.168.1.93,213.123.255.86,TCP,54,40,49416,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
22.521209,213.123.255.86,192.168.1.93,TCP,66,52,443,49416,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
23.021872,192.168.1.93,185.38.21.4,TCP,54,40,49406,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
23.040654,185.38.21.4,192.168.1.93,TCP,60,40,443,49406,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
23.523076,192.168.1.93,194.169.249.165,TCP,54,40,49405,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
23.542859,194.169.249.165,192.168.1.93,TCP,60,40,443,49405,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
24.024273,192.168.1.93,203.132.18.217,TCP,54,40,49408,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
24.10903,203.132.18.217,192.168.1.93,TCP,60,40,443,49408,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
24.525477,192.168.1.93,34.120.195.249,TCP,54,40,49425,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
24.53716,34.120.195.249,192.168.1.93,TCP,66,52,443,49425,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
25.026661,192.168.1.93,185.38.21.27,TCP,54,40,49428,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
25.045045,185.38.21.27,192.168.1.93,TCP,60,40,443,49428,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
25.141178,192.168.1.93,13.32.172.132,TLSv1.2,105,91,49444,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
25.14132,192.168.1.93,13.32.172.132,TLSv1.2,90,76,49444,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
25.14133,192.168.1.93,13.32.172.132,TCP,66,52,49444,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
25.1512,13.32.172.132,192.168.1.93,TCP,66,52,443,49444,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
25.151204,13.32.172.132,192.168.1.93,TCP,66,52,443,49444,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
25.151204,13.32.172.132,192.168.1.93,TCP,66,52,443,49444,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
25.151281,192.168.1.93,13.32.172.132,TCP,66,52,49444,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
25.151282,192.168.1.93,13.32.172.132,TCP,66,52,49444,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
25.162387,13.32.172.132,192.168.1.93,TCP,66,52,443,49444,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
26.096539,192.168.1.93,213.121.31.50,TCP,54,40,49432,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
26.107191,213.121.31.50,192.168.1.93,TCP,66,52,443,49432,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
26.697623,192.168.1.93,213.121.31.50,TCP,54,40,49431,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
26.708163,213.121.31.50,192.168.1.93,TCP,66,52,443,49431,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
27.198684,192.168.1.93,104.95.180.219,TCP,54,40,49436,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
27.198684,192.168.1.93,104.95.180.219,TCP,54,40,49435,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
27.198684,192.168.1.93,104.95.180.219,TCP,54,40,49434,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
27.211144,104.95.180.219,192.168.1.93,TCP,66,52,443,49436,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
27.211148,104.95.180.219,192.168.1.93,TCP,66,52,443,49435,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
27.212211,104.95.180.219,192.168.1.93,TCP,66,52,443,49434,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
30.581903,192.168.1.93,213.121.31.50,TCP,54,40,49433,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
30.581904,192.168.1.93,213.121.31.50,TCP,54,40,49411,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
30.593695,213.121.31.50,192.168.1.93,TCP,66,52,443,49411,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
30.59371,213.121.31.50,192.168.1.93,TCP,66,52,443,49433,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
31.082411,192.168.1.93,213.121.31.65,TCP,54,40,49438,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
31.082412,192.168.1.93,213.121.31.17,TCP,54,40,49427,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
31.082412,192.168.1.93,213.121.31.17,TCP,54,40,49426,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
31.100916,213.121.31.65,192.168.1.93,TCP,66,52,443,49438,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
31.102996,213.121.31.17,192.168.1.93,TCP,66,52,443,49427,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
31.114565,213.121.31.17,192.168.1.93,TCP,66,52,443,49426,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
31.583516,192.168.1.93,213.121.31.65,TCP,54,40,49437,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
31.593014,213.121.31.65,192.168.1.93,TCP,66,52,443,49437,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
32.835729,192.168.1.93,199.232.174.2,TCP,54,40,49293,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
32.845837,199.232.174.2,192.168.1.93,TCP,66,52,443,49293,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
55.222843,192.168.1.93,52.111.242.6,TLSv1.2,83,69,49354,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
55.234684,52.111.242.6,192.168.1.93,TLSv1.2,79,65,443,49354,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
55.234773,192.168.1.93,52.111.242.6,TCP,54,40,49354,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
57.270443,192.168.1.93,151.101.62.133,TCP,54,40,49253,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
57.281165,151.101.62.133,192.168.1.93,TCP,66,52,443,49253,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
57.777481,192.168.1.93,74.125.133.188,TCP,54,40,49194,5228,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
57.793404,74.125.133.188,192.168.1.93,TCP,66,52,5228,49194,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
66.531873,192.168.1.93,13.227.171.225,TCP,54,40,49445,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
66.531873,192.168.1.93,213.121.31.50,TCP,54,40,49410,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
66.531874,192.168.1.93,213.121.31.50,TCP,54,40,49409,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
66.541298,213.121.31.50,192.168.1.93,TCP,66,52,443,49409,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
66.542316,213.121.31.50,192.168.1.93,TCP,66,52,443,49410,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
66.542754,13.227.171.225,192.168.1.93,TCP,66,52,443,49445,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
67.549056,192.168.1.93,213.123.255.86,TCP,54,40,49416,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
67.552707,34.120.195.249,192.168.1.93,TLSv1.2,139,125,443,49425,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
67.552795,192.168.1.93,34.120.195.249,TCP,66,52,49425,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
67.552992,192.168.1.93,34.120.195.249,TCP,66,52,49425,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
67.558534,213.123.255.86,192.168.1.93,TCP,66,52,443,49416,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
67.56702,34.120.195.249,192.168.1.93,TCP,66,52,443,49425,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
67.567137,192.168.1.93,34.120.195.249,TCP,66,52,49425,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
68.158396,192.168.1.93,185.38.21.4,TCP,54,40,49406,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
68.177304,185.38.21.4,192.168.1.93,TCP,60,40,443,49406,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
68.663985,192.168.1.93,194.169.249.165,TCP,54,40,49405,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
68.683965,194.169.249.165,192.168.1.93,TCP,60,40,443,49405,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
69.165183,192.168.1.93,203.132.18.217,TCP,54,40,49408,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
69.249412,203.132.18.217,192.168.1.93,TCP,60,40,443,49408,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
70.072365,192.168.1.93,185.38.21.27,TCP,54,40,49428,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
70.090745,185.38.21.27,192.168.1.93,TCP,60,40,443,49428,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
71.132555,192.168.1.93,213.121.31.50,TCP,54,40,49432,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
71.141269,213.121.31.50,192.168.1.93,TCP,66,52,443,49432,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
71.732731,192.168.1.93,213.121.31.50,TCP,54,40,49431,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
71.741701,213.121.31.50,192.168.1.93,TCP,66,52,443,49431,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
72.235938,192.168.1.93,104.95.180.219,TCP,54,40,49436,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
72.235939,192.168.1.93,104.95.180.219,TCP,54,40,49435,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
72.235939,192.168.1.93,104.95.180.219,TCP,54,40,49434,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,normal
72.247378,104.95.180.219,192.168.1.93,TCP,66,52,443,49435,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
72.247386,104.95.180.219,192.168.1.93,TCP,66,52,443,49436,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
72.248221,104.95.180.219,192.168.1.93,TCP,66,52,443,49434,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,normal
73.437824,192.168.1.79,192.168.1.93,TCP,66,52,63050,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.437831,192.168.1.79,192.168.1.93,TCP,66,52,63051,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.437916,192.168.1.93,192.168.1.79,TCP,54,40,80,63050,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.437916,192.168.1.93,192.168.1.79,TCP,54,40,80,63051,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438761,192.168.1.79,192.168.1.93,TCP,66,52,63052,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438768,192.168.1.79,192.168.1.93,TCP,66,52,63053,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438769,192.168.1.79,192.168.1.93,TCP,66,52,63054,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.43877,192.168.1.79,192.168.1.93,TCP,66,52,63055,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438771,192.168.1.79,192.168.1.93,TCP,66,52,63056,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438775,192.168.1.79,192.168.1.93,TCP,66,52,63057,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438777,192.168.1.79,192.168.1.93,TCP,66,52,63058,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438778,192.168.1.79,192.168.1.93,TCP,66,52,63059,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438779,192.168.1.79,192.168.1.93,TCP,66,52,63060,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.43878,192.168.1.79,192.168.1.93,TCP,66,52,63061,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438781,192.168.1.79,192.168.1.93,TCP,66,52,63062,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438782,192.168.1.79,192.168.1.93,TCP,66,52,63063,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438783,192.168.1.79,192.168.1.93,TCP,66,52,63064,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438784,192.168.1.79,192.168.1.93,TCP,66,52,63065,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438785,192.168.1.79,192.168.1.93,TCP,66,52,63066,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438786,192.168.1.79,192.168.1.93,TCP,66,52,63067,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438787,192.168.1.79,192.168.1.93,TCP,66,52,63068,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438788,192.168.1.79,192.168.1.93,TCP,66,52,63069,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438789,192.168.1.79,192.168.1.93,TCP,66,52,63070,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.43879,192.168.1.79,192.168.1.93,TCP,66,52,63071,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438791,192.168.1.79,192.168.1.93,TCP,66,52,63072,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438792,192.168.1.79,192.168.1.93,TCP,66,52,63073,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438794,192.168.1.79,192.168.1.93,TCP,66,52,63074,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438795,192.168.1.79,192.168.1.93,TCP,66,52,63075,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438796,192.168.1.79,192.168.1.93,TCP,66,52,63076,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438797,192.168.1.79,192.168.1.93,TCP,66,52,63077,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438798,192.168.1.79,192.168.1.93,TCP,66,52,63078,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.4388,192.168.1.79,192.168.1.93,TCP,66,52,63079,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438801,192.168.1.79,192.168.1.93,TCP,66,52,63080,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438802,192.168.1.79,192.168.1.93,TCP,66,52,63081,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438803,192.168.1.79,192.168.1.93,TCP,66,52,63082,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438805,192.168.1.79,192.168.1.93,TCP,66,52,63083,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438807,192.168.1.79,192.168.1.93,TCP,66,52,63084,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438809,192.168.1.79,192.168.1.93,TCP,66,52,63085,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438814,192.168.1.79,192.168.1.93,TCP,66,52,63086,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438815,192.168.1.79,192.168.1.93,TCP,66,52,63087,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438817,192.168.1.79,192.168.1.93,TCP,66,52,63088,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438819,192.168.1.79,192.168.1.93,TCP,66,52,63089,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438821,192.168.1.79,192.168.1.93,TCP,66,52,63090,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438822,192.168.1.79,192.168.1.93,TCP,66,52,63091,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438823,192.168.1.79,192.168.1.93,TCP,66,52,63092,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438824,192.168.1.79,192.168.1.93,TCP,66,52,63093,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438825,192.168.1.79,192.168.1.93,TCP,66,52,63094,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438826,192.168.1.79,192.168.1.93,TCP,66,52,63095,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438828,192.168.1.79,192.168.1.93,TCP,66,52,63096,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438829,192.168.1.79,192.168.1.93,TCP,66,52,63097,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.43883,192.168.1.79,192.168.1.93,TCP,66,52,63098,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438831,192.168.1.79,192.168.1.93,TCP,66,52,63099,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438832,192.168.1.79,192.168.1.93,TCP,66,52,63100,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438834,192.168.1.79,192.168.1.93,TCP,66,52,63101,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438835,192.168.1.79,192.168.1.93,TCP,66,52,63102,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438836,192.168.1.79,192.168.1.93,TCP,66,52,63103,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438837,192.168.1.79,192.168.1.93,TCP,66,52,63104,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438838,192.168.1.79,192.168.1.93,TCP,66,52,63105,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438839,192.168.1.79,192.168.1.93,TCP,66,52,63106,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.43884,192.168.1.79,192.168.1.93,TCP,66,52,63107,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438841,192.168.1.79,192.168.1.93,TCP,66,52,63108,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438842,192.168.1.79,192.168.1.93,TCP,66,52,63109,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438843,192.168.1.79,192.168.1.93,TCP,66,52,63110,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438844,192.168.1.79,192.168.1.93,TCP,66,52,63111,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438846,192.168.1.79,192.168.1.93,TCP,66,52,63112,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.438847,192.168.1.79,192.168.1.93,TCP,66,52,63113,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,ddosFlood
73.43897,192.168.1.93,192.168.1.79,TCP,54,40,80,63052,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438971,192.168.1.93,192.168.1.79,TCP,54,40,80,63053,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438971,192.168.1.93,192.168.1.79,TCP,54,40,80,63054,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438972,192.168.1.93,192.168.1.79,TCP,54,40,80,63055,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438972,192.168.1.93,192.168.1.79,TCP,54,40,80,63056,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438973,192.168.1.93,192.168.1.79,TCP,54,40,80,63057,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438973,192.168.1.93,192.168.1.79,TCP,54,40,80,63058,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438974,192.168.1.93,192.168.1.79,TCP,54,40,80,63059,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438974,192.168.1.93,192.168.1.79,TCP,54,40,80,63060,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438975,192.168.1.93,192.168.1.79,TCP,54,40,80,63061,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438975,192.168.1.93,192.168.1.79,TCP,54,40,80,63062,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438976,192.168.1.93,192.168.1.79,TCP,54,40,80,63063,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438976,192.168.1.93,192.168.1.79,TCP,54,40,80,63064,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438977,192.168.1.93,192.168.1.79,TCP,54,40,80,63065,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438977,192.168.1.93,192.168.1.79,TCP,54,40,80,63066,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438977,192.168.1.93,192.168.1.79,TCP,54,40,80,63067,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438978,192.168.1.93,192.168.1.79,TCP,54,40,80,63068,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438978,192.168.1.93,192.168.1.79,TCP,54,40,80,63069,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438979,192.168.1.93,192.168.1.79,TCP,54,40,80,63070,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
73.438979,192.168.1.93,192.168.1.79,TCP,54,40,80,63071,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,ddosFlood
