Number,Time,Source,Destination,Protocol,Length,TotalLength,SourcePort,DestinationPort,DestinationMacAddress,SourceMacAddress,,PacketClassification
1559,20.769107,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1560,20.771088,162.219.226.83,192.168.1.93,TLSv1.2,274,260,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1561,20.771091,162.219.226.83,192.168.1.93,TLSv1.2,1031,1017,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1562,20.771146,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1563,20.771147,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1564,20.771351,192.168.1.93,104.18.28.121,TCP,78,64,49544,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1565,20.772365,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1566,20.772368,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1567,20.772422,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1568,20.772496,162.219.226.83,192.168.1.93,TLSv1.2,711,697,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1569,20.772525,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1570,20.773908,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1571,20.773911,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1572,20.773924,192.168.1.93,108.138.211.60,TLSv1.3,130,116,49542,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1573,20.773965,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1574,20.774119,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1575,20.774318,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1576,20.774324,162.219.226.83,192.168.1.93,TLSv1.2,536,522,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1577,20.774325,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1578,20.774376,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1579,20.774378,162.219.226.83,192.168.1.93,TLSv1.2,1462,1448,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1580,20.774389,192.168.1.93,162.219.226.83,TLSv1.2,101,87,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1581,20.774389,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1582,20.774437,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1583,20.774437,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1584,20.775002,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1585,20.778983,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1586,20.778987,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1587,20.778987,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1588,20.779039,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1589,20.779484,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1590,20.779486,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1591,20.779487,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1592,20.779525,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1593,20.779525,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1594,20.779606,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1595,20.780843,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1596,20.780846,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1597,20.780847,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1598,20.780892,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1599,20.780892,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1600,20.782076,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1601,20.782079,162.219.226.83,192.168.1.93,TLSv1.2,803,789,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1602,20.78208,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1603,20.782081,162.219.226.83,192.168.1.93,TLSv1.2,281,267,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1604,20.782135,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1605,20.782136,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1606,20.782136,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1607,20.782566,104.18.28.121,192.168.1.93,TCP,66,52,443,49544,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1608,20.782569,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1609,20.78257,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1610,20.782625,192.168.1.93,104.18.28.121,TCP,54,40,49544,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1611,20.782626,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1612,20.782684,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1613,20.783137,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1614,20.783139,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1615,20.783177,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1616,20.787345,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1617,20.787351,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1618,20.78744,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1619,20.787443,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1620,20.787444,162.219.226.83,192.168.1.93,TCP,1490,1476,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1621,20.787446,162.219.226.83,192.168.1.93,TLSv1.2,1412,1398,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1622,20.787447,162.219.226.83,192.168.1.93,TCP,66,52,443,49457,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1623,20.787448,108.138.211.60,192.168.1.93,TCP,66,52,443,49542,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1624,20.787448,108.138.211.60,192.168.1.93,TLSv1.3,128,114,443,49542,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1627,20.78747,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1628,20.78747,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1629,20.787501,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1630,20.787543,192.168.1.93,108.138.211.60,TCP,66,52,49542,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1631,20.787543,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1632,20.853134,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1633,20.853138,104.82.183.86,192.168.1.93,TLSv1.3,1491,1477,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1634,20.85324,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1635,20.853412,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1636,20.853596,104.82.183.86,192.168.1.93,TLSv1.3,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1637,20.853639,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1638,20.853779,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1639,20.853963,104.82.183.86,192.168.1.93,TLSv1.3,1476,1462,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1640,20.853994,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1641,20.854148,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1642,20.854369,104.82.183.86,192.168.1.93,TLSv1.3,1491,1477,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1643,20.854372,104.82.183.86,192.168.1.93,TLSv1.3,646,632,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1644,20.854414,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1645,20.854415,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1646,20.863741,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1647,20.863787,192.168.1.93,162.219.226.83,TCP,66,52,49457,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1648,20.864152,192.168.1.93,104.18.28.121,TLSv1.3,610,596,49544,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1649,20.864551,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1651,20.875082,104.18.28.121,192.168.1.93,TCP,60,40,443,49544,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1652,20.875802,104.18.28.121,192.168.1.93,TLSv1.3,266,252,443,49544,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1653,20.875882,192.168.1.93,104.18.28.121,TCP,54,40,49544,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1654,20.876877,192.168.1.93,104.18.28.121,TLSv1.3,118,104,49544,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1655,20.887223,104.18.28.121,192.168.1.93,TCP,54,40,443,49544,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1656,20.88756,104.18.28.121,192.168.1.93,TLSv1.3,582,568,443,49544,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1657,20.887618,192.168.1.93,104.18.28.121,TCP,54,40,49544,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1659,20.914167,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1660,20.914172,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1661,20.914245,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1662,20.91429,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1663,20.914358,104.82.183.86,192.168.1.93,TLSv1.3,1491,1477,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1664,20.914396,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1665,20.914532,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1666,20.914711,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1667,20.91474,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1668,20.914903,104.82.183.86,192.168.1.93,TLSv1.3,1491,1477,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1669,20.914931,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1670,20.915085,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1671,20.915269,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1672,20.915292,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1673,20.915856,104.82.183.86,192.168.1.93,TLSv1.3,490,476,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1674,20.915882,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1675,20.919735,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1676,20.950568,192.168.1.93,13.227.173.61,TCP,78,64,49545,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1677,20.960401,13.227.173.61,192.168.1.93,TCP,74,60,443,49545,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1678,20.960472,192.168.1.93,13.227.173.61,TCP,66,52,49545,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1679,20.961042,192.168.1.93,13.227.173.61,TLSv1.3,583,569,49545,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1683,20.971805,13.227.173.61,192.168.1.93,TCP,66,52,443,49545,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1684,20.97508,13.227.173.61,192.168.1.93,TLSv1.3,1494,1480,443,49545,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1685,20.975397,13.227.173.61,192.168.1.93,TCP,1494,1480,443,49545,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1686,20.975441,192.168.1.93,13.227.173.61,TCP,66,52,49545,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1687,20.975543,13.227.173.61,192.168.1.93,TCP,1494,1480,443,49545,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1688,20.975572,192.168.1.93,13.227.173.61,TCP,66,52,49545,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1689,20.979791,13.227.173.61,192.168.1.93,TLSv1.3,1273,1259,443,49545,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1690,20.979838,192.168.1.93,13.227.173.61,TCP,66,52,49545,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1691,20.98862,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1692,20.988762,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1693,20.988764,104.82.183.86,192.168.1.93,TLSv1.3,1491,1477,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1694,20.988806,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1695,20.988806,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1696,20.990816,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1697,20.990821,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1698,20.990866,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1699,20.991082,104.82.183.86,192.168.1.93,TLSv1.3,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1700,20.991238,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1701,20.99124,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1702,20.991264,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1703,20.991377,104.82.183.86,192.168.1.93,TLSv1.3,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1704,20.991408,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1705,20.991711,104.82.183.86,192.168.1.93,TLSv1.3,73,59,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1706,20.991741,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1707,20.997771,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1783,21.049266,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1784,21.049271,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1785,21.049342,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1786,21.04947,104.82.183.86,192.168.1.93,TLSv1.3,1491,1477,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1787,21.049504,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1788,21.050086,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1789,21.05009,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1790,21.050138,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1791,21.051005,104.82.183.86,192.168.1.93,TLSv1.3,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1792,21.051008,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1793,21.051062,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1794,21.051551,104.82.183.86,192.168.1.93,TCP,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1795,21.051554,104.82.183.86,192.168.1.93,TLSv1.3,1506,1492,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1796,21.051604,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1797,21.052416,104.82.183.86,192.168.1.93,TLSv1.3,94,80,443,49535,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1798,21.05247,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1799,21.056847,192.168.1.93,104.82.183.86,TCP,66,52,49535,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1809,21.177105,192.168.1.93,13.227.173.61,TLSv1.3,130,116,49545,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1810,21.187285,13.227.173.61,192.168.1.93,TCP,66,52,443,49545,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1811,21.187288,13.227.173.61,192.168.1.93,TLSv1.3,128,114,443,49545,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1812,21.187346,192.168.1.93,13.227.173.61,TCP,66,52,49545,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1813,21.226187,192.168.1.93,23.39.203.136,TCP,78,64,49546,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1814,21.229868,192.168.1.93,99.84.11.93,TCP,78,64,49547,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1815,21.235831,23.39.203.136,192.168.1.93,TCP,74,60,443,49546,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1816,21.236188,192.168.1.93,23.39.203.136,TCP,66,52,49546,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1817,21.240391,99.84.11.93,192.168.1.93,TCP,74,60,443,49547,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1818,21.240447,192.168.1.93,99.84.11.93,TCP,66,52,49547,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1819,21.270508,192.168.1.93,23.39.203.136,TLSv1.2,583,569,49546,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1820,21.270694,192.168.1.93,99.84.11.93,TLSv1.3,583,569,49547,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1821,21.27723,192.168.1.93,104.18.40.133,TLSv1.2,89,75,49458,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1822,21.280774,23.39.203.136,192.168.1.93,TCP,66,52,443,49546,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1823,21.280779,23.39.203.136,192.168.1.93,TLSv1.2,212,198,443,49546,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1824,21.280857,192.168.1.93,23.39.203.136,TCP,66,52,49546,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1825,21.281574,99.84.11.93,192.168.1.93,TCP,66,52,443,49547,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1826,21.282462,99.84.11.93,192.168.1.93,TLSv1.3,1494,1480,443,49547,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1827,21.282466,99.84.11.93,192.168.1.93,TCP,1494,1480,443,49547,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1828,21.28255,192.168.1.93,99.84.11.93,TCP,66,52,49547,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1829,21.283067,99.84.11.93,192.168.1.93,TCP,1494,1480,443,49547,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1830,21.283071,99.84.11.93,192.168.1.93,TCP,1494,1480,443,49547,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1831,21.283114,192.168.1.93,99.84.11.93,TCP,66,52,49547,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1832,21.284843,99.84.11.93,192.168.1.93,TLSv1.3,444,430,443,49547,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1833,21.284896,192.168.1.93,99.84.11.93,TCP,66,52,49547,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1834,21.285358,192.168.1.93,23.39.203.136,TLSv1.2,117,103,49546,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1835,21.285432,192.168.1.93,99.84.11.93,TCP,66,52,49547,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1836,21.287071,104.18.40.133,192.168.1.93,TCP,54,40,443,49458,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1837,21.294573,23.39.203.136,192.168.1.93,TCP,66,52,443,49546,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1840,21.427844,192.168.1.93,99.84.11.93,TLSv1.3,130,116,49547,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1841,21.438691,99.84.11.93,192.168.1.93,TCP,66,52,443,49547,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1842,21.438695,99.84.11.93,192.168.1.93,TLSv1.3,212,198,443,49547,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1843,21.438696,99.84.11.93,192.168.1.93,TLSv1.3,128,114,443,49547,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
1844,21.438766,192.168.1.93,99.84.11.93,TCP,66,52,49547,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1845,21.438767,192.168.1.93,99.84.11.93,TCP,66,52,49547,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1849,21.904498,192.168.1.93,13.107.246.64,TCP,1494,1480,49470,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1850,21.904499,192.168.1.93,13.107.246.64,TCP,1494,1480,49470,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
1851,21.9045,192.168.1.93,13.107.246.64,TCP,1494,1480,49470,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
