Number,Time,Source,Destination,Protocol,Length,TotalLength,SourcePort,DestinationPort,DestinationMacAddress,SourceMacAddress,,PacketClassification
4336,34.364147,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4337,34.364149,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4338,34.36415,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4339,34.364151,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4340,34.364152,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4341,34.364155,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4342,34.364156,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4343,34.364157,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4344,34.364158,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4345,34.364159,199.232.174.2,192.168.1.93,TCP,1410,1396,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4346,34.364161,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4347,34.364162,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4348,34.364163,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4349,34.364164,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4350,34.364226,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4351,34.364229,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4352,34.364242,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4353,34.364242,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4354,34.364242,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4355,34.364243,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4356,34.364243,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4357,34.364311,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4358,34.364311,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4359,34.364312,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4360,34.364312,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4361,34.364375,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4362,34.364821,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4363,34.364824,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4364,34.364825,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4365,34.36494,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4366,34.367185,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4367,34.367189,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4368,34.367191,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4369,34.367243,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4370,34.368531,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4371,34.36863,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4372,34.368632,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4373,34.368669,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4374,34.368776,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4375,34.368778,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4376,34.368957,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4377,34.36896,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4378,34.368961,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4379,34.369107,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4380,34.369109,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4381,34.369137,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4382,34.372469,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4383,34.372472,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4384,34.372473,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4385,34.372474,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4386,34.372475,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4387,34.372478,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4388,34.372479,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4389,34.37248,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4390,34.372525,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4391,34.373077,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4392,34.37308,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4393,34.373081,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4394,34.373244,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4395,34.373246,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4396,34.373247,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4397,34.373436,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4398,34.373439,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4399,34.373478,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4400,34.373587,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4401,34.373589,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4402,34.373715,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4403,34.373717,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4404,34.373857,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4405,34.373859,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4406,34.37386,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4407,34.373889,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4408,34.375405,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4409,34.375409,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4410,34.37541,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4411,34.375494,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4412,34.375496,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4413,34.375777,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4414,34.375779,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4415,34.375817,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4416,34.376183,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4417,34.376186,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4418,34.376187,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4419,34.376302,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4420,34.376304,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4421,34.376429,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4422,34.376555,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4423,34.376556,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4424,34.376586,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4425,34.377358,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4426,34.377361,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4427,34.377362,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4428,34.377474,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4429,34.378044,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4430,34.37805,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4431,34.378051,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4432,34.378137,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4433,34.378566,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4434,34.378569,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4435,34.378571,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4436,34.378572,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4437,34.379415,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4438,34.379417,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4439,34.380073,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4440,34.380076,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4441,34.380077,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4442,34.38014,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4443,34.380585,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4444,34.380588,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4445,34.380589,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4446,34.38066,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4447,34.382148,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4448,34.382151,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4449,34.382548,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4450,34.382551,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4451,34.382588,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4452,34.382665,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4453,34.382667,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4454,34.382668,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4455,34.382766,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4456,34.382787,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4457,34.382954,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4458,34.384205,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4459,34.384211,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4460,34.384212,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4461,34.38519,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4462,34.385195,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4463,34.385297,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4464,34.385299,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4465,34.3853,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4466,34.385347,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4467,34.385454,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4468,34.386291,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4469,34.386295,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4470,34.386296,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4471,34.386358,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4472,34.38636,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4473,34.387227,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4474,34.387231,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4475,34.387233,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4476,34.387283,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4477,34.38736,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4478,34.387362,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4479,34.388508,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4480,34.388512,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4481,34.388513,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4482,34.388578,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4483,34.388621,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4484,34.389618,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4485,34.389622,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4486,34.389623,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4487,34.389723,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4488,34.389725,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4489,34.390266,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4490,34.39027,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4491,34.390272,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4492,34.390329,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4493,34.390404,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4494,34.390547,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4495,34.390563,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4496,34.390566,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4497,34.391208,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4498,34.391212,199.232.174.2,192.168.1.93,TCP,732,718,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4499,34.391285,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4500,34.398059,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4501,34.398064,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4502,34.398245,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4503,34.398438,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4504,34.398621,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4505,34.398806,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4506,34.399225,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4507,34.399229,199.232.174.2,192.168.1.93,TCP,824,810,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4508,34.399271,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4509,34.400396,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4510,34.400401,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4511,34.400716,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4512,34.400872,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4513,34.40107,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4514,34.40125,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4515,34.401707,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4516,34.401869,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4517,34.401872,199.232.174.2,192.168.1.93,TCP,754,740,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4518,34.40191,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4519,34.40191,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4520,34.407658,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4521,34.409153,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4522,34.409158,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4523,34.409367,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4524,34.409541,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4525,34.40982,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4526,34.409939,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4527,34.410092,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4528,34.410296,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4529,34.410341,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
4530,34.410703,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4531,34.410707,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
