"No.","Time","Source","Destination","Protocol","Length","Total Length","Source Port","Destination Port","DestinationMacAddress","SourceMacAddress"
"3291","80.810655","192.168.1.79","192.168.1.93","TCP","66","52","63324","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3292","80.810656","192.168.1.79","192.168.1.93","TCP","66","52","63344","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3293","80.810658","192.168.1.79","192.168.1.93","TCP","66","52","63220","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3294","80.810659","192.168.1.79","192.168.1.93","TCP","66","52","63248","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3295","80.810660","192.168.1.79","192.168.1.93","TCP","66","52","63267","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3296","80.810661","192.168.1.79","192.168.1.93","TCP","66","52","63151","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3297","80.810662","192.168.1.79","192.168.1.93","TCP","66","52","63252","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3298","80.810663","192.168.1.79","192.168.1.93","TCP","66","52","63278","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3299","80.810664","192.168.1.79","192.168.1.93","TCP","66","52","63219","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3300","80.810665","192.168.1.79","192.168.1.93","TCP","66","52","63407","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3301","80.810666","192.168.1.79","192.168.1.93","TCP","66","52","63453","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3302","80.810667","192.168.1.79","192.168.1.93","TCP","66","52","63177","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3303","80.810668","192.168.1.79","192.168.1.93","TCP","66","52","63361","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3304","80.810669","192.168.1.79","192.168.1.93","TCP","66","52","63179","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3305","80.810670","192.168.1.79","192.168.1.93","TCP","66","52","63299","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3306","80.810671","192.168.1.79","192.168.1.93","TCP","66","52","63227","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3307","80.810672","192.168.1.79","192.168.1.93","TCP","66","52","63253","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3308","80.810673","192.168.1.79","192.168.1.93","TCP","66","52","63170","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3309","80.810675","192.168.1.79","192.168.1.93","TCP","66","52","63273","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3310","80.810676","192.168.1.79","192.168.1.93","TCP","66","52","63378","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3311","80.810677","192.168.1.79","192.168.1.93","TCP","66","52","63349","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3312","80.810679","192.168.1.79","192.168.1.93","TCP","66","52","63222","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3313","80.810680","192.168.1.79","192.168.1.93","TCP","66","52","63426","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3314","80.810682","192.168.1.79","192.168.1.93","TCP","66","52","63180","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3315","80.810684","192.168.1.79","192.168.1.93","TCP","66","52","63364","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3316","80.810687","192.168.1.79","192.168.1.93","TCP","66","52","63259","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3317","80.810688","192.168.1.79","192.168.1.93","TCP","66","52","63302","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3318","80.810690","192.168.1.79","192.168.1.93","TCP","66","52","63230","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3319","80.810692","192.168.1.79","192.168.1.93","TCP","66","52","63258","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3320","80.810694","192.168.1.79","192.168.1.93","TCP","66","52","63175","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3321","80.810696","192.168.1.79","192.168.1.93","TCP","66","52","63276","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3322","80.810698","192.168.1.79","192.168.1.93","TCP","66","52","63383","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3323","80.810816","192.168.1.79","192.168.1.93","TCP","66","52","63225","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3324","80.810817","192.168.1.79","192.168.1.93","TCP","66","52","63431","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3325","80.810819","192.168.1.79","192.168.1.93","TCP","66","52","63354","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3326","80.810820","192.168.1.79","192.168.1.93","TCP","66","52","63182","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3327","80.810821","192.168.1.79","192.168.1.93","TCP","66","52","63282","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3328","80.810823","192.168.1.79","192.168.1.93","TCP","66","52","63371","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3329","80.810824","192.168.1.79","192.168.1.93","TCP","66","52","63262","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3330","80.810825","192.168.1.79","192.168.1.93","TCP","66","52","63384","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3331","80.810827","192.168.1.79","192.168.1.93","TCP","66","52","63305","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3332","80.810828","192.168.1.79","192.168.1.93","TCP","66","52","63228","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3333","80.810829","192.168.1.79","192.168.1.93","TCP","66","52","63232","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3334","80.810831","192.168.1.79","192.168.1.93","TCP","66","52","63263","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3335","80.810833","192.168.1.79","192.168.1.93","TCP","66","52","63176","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3336","80.810834","192.168.1.79","192.168.1.93","TCP","66","52","63297","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3337","80.810835","192.168.1.79","192.168.1.93","TCP","66","52","63432","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3338","80.810837","192.168.1.79","192.168.1.93","TCP","66","52","63359","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3339","80.810838","192.168.1.79","192.168.1.93","TCP","66","52","63280","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3340","80.810839","192.168.1.79","192.168.1.93","TCP","66","52","63287","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3341","80.810840","192.168.1.79","192.168.1.93","TCP","66","52","63347","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3342","80.810841","192.168.1.79","192.168.1.93","TCP","66","52","63374","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3343","80.810910","192.168.1.93","192.168.1.79","TCP","54","40","80","63470","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3344","80.810910","192.168.1.93","192.168.1.79","TCP","54","40","80","63392","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3345","80.810911","192.168.1.93","192.168.1.79","TCP","54","40","80","63249","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3346","80.810911","192.168.1.93","192.168.1.79","TCP","54","40","80","63171","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3347","80.810912","192.168.1.93","192.168.1.79","TCP","54","40","80","63172","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3348","80.810912","192.168.1.93","192.168.1.79","TCP","54","40","80","63439","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3349","80.810912","192.168.1.93","192.168.1.79","TCP","54","40","80","63448","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3350","80.810913","192.168.1.93","192.168.1.79","TCP","54","40","80","63174","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3351","80.810913","192.168.1.93","192.168.1.79","TCP","54","40","80","63311","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3352","80.810914","192.168.1.93","192.168.1.79","TCP","54","40","80","63402","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3353","80.810914","192.168.1.93","192.168.1.79","TCP","54","40","80","63324","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3354","80.810914","192.168.1.93","192.168.1.79","TCP","54","40","80","63344","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3355","80.810915","192.168.1.93","192.168.1.79","TCP","54","40","80","63220","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3356","80.810915","192.168.1.93","192.168.1.79","TCP","54","40","80","63248","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3357","80.810916","192.168.1.93","192.168.1.79","TCP","54","40","80","63267","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3358","80.810916","192.168.1.93","192.168.1.79","TCP","54","40","80","63151","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3359","80.810916","192.168.1.93","192.168.1.79","TCP","54","40","80","63252","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3360","80.810917","192.168.1.93","192.168.1.79","TCP","54","40","80","63278","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3361","80.810917","192.168.1.93","192.168.1.79","TCP","54","40","80","63219","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3362","80.810918","192.168.1.93","192.168.1.79","TCP","54","40","80","63407","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3363","80.810918","192.168.1.93","192.168.1.79","TCP","54","40","80","63453","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3364","80.810918","192.168.1.93","192.168.1.79","TCP","54","40","80","63177","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3365","80.810919","192.168.1.93","192.168.1.79","TCP","54","40","80","63361","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3366","80.810919","192.168.1.93","192.168.1.79","TCP","54","40","80","63179","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3367","80.810920","192.168.1.93","192.168.1.79","TCP","54","40","80","63299","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3368","80.810920","192.168.1.93","192.168.1.79","TCP","54","40","80","63227","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3369","80.810920","192.168.1.93","192.168.1.79","TCP","54","40","80","63253","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3370","80.810921","192.168.1.93","192.168.1.79","TCP","54","40","80","63170","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3371","80.810921","192.168.1.93","192.168.1.79","TCP","54","40","80","63273","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3372","80.810922","192.168.1.93","192.168.1.79","TCP","54","40","80","63378","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3373","80.810922","192.168.1.93","192.168.1.79","TCP","54","40","80","63349","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3374","80.810922","192.168.1.93","192.168.1.79","TCP","54","40","80","63222","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3375","80.810923","192.168.1.93","192.168.1.79","TCP","54","40","80","63426","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3376","80.810923","192.168.1.93","192.168.1.79","TCP","54","40","80","63180","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3377","80.811070","192.168.1.93","192.168.1.79","TCP","54","40","80","63364","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3378","80.811070","192.168.1.93","192.168.1.79","TCP","54","40","80","63259","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3379","80.811070","192.168.1.93","192.168.1.79","TCP","54","40","80","63302","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3380","80.811071","192.168.1.93","192.168.1.79","TCP","54","40","80","63230","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3381","80.811071","192.168.1.93","192.168.1.79","TCP","54","40","80","63258","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3382","80.811071","192.168.1.93","192.168.1.79","TCP","54","40","80","63175","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3383","80.811072","192.168.1.93","192.168.1.79","TCP","54","40","80","63276","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3384","80.811072","192.168.1.93","192.168.1.79","TCP","54","40","80","63383","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3385","80.811073","192.168.1.93","192.168.1.79","TCP","54","40","80","63225","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3386","80.811073","192.168.1.93","192.168.1.79","TCP","54","40","80","63431","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3387","80.811073","192.168.1.93","192.168.1.79","TCP","54","40","80","63354","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3388","80.811074","192.168.1.93","192.168.1.79","TCP","54","40","80","63182","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3389","80.811074","192.168.1.93","192.168.1.79","TCP","54","40","80","63282","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3390","80.811074","192.168.1.93","192.168.1.79","TCP","54","40","80","63371","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3391","80.811075","192.168.1.93","192.168.1.79","TCP","54","40","80","63262","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3392","80.811075","192.168.1.93","192.168.1.79","TCP","54","40","80","63384","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3393","80.811075","192.168.1.93","192.168.1.79","TCP","54","40","80","63305","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3394","80.811076","192.168.1.93","192.168.1.79","TCP","54","40","80","63228","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3395","80.811076","192.168.1.93","192.168.1.79","TCP","54","40","80","63232","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3396","80.811076","192.168.1.93","192.168.1.79","TCP","54","40","80","63263","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3397","80.811077","192.168.1.93","192.168.1.79","TCP","54","40","80","63176","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3398","80.811077","192.168.1.93","192.168.1.79","TCP","54","40","80","63297","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3399","80.811077","192.168.1.93","192.168.1.79","TCP","54","40","80","63432","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3400","80.811078","192.168.1.93","192.168.1.79","TCP","54","40","80","63359","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3401","80.811078","192.168.1.93","192.168.1.79","TCP","54","40","80","63280","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3402","80.811079","192.168.1.93","192.168.1.79","TCP","54","40","80","63287","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3403","80.811079","192.168.1.93","192.168.1.79","TCP","54","40","80","63347","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3404","80.811079","192.168.1.93","192.168.1.79","TCP","54","40","80","63374","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3405","80.811933","192.168.1.79","192.168.1.93","TCP","66","52","63346","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3406","80.811939","192.168.1.79","192.168.1.93","TCP","66","52","63237","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3407","80.811940","192.168.1.79","192.168.1.93","TCP","66","52","63308","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3408","80.811941","192.168.1.79","192.168.1.93","TCP","66","52","63389","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3409","80.811942","192.168.1.79","192.168.1.93","TCP","66","52","63234","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3410","80.811945","192.168.1.79","192.168.1.93","TCP","66","52","63181","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3411","80.812073","192.168.1.79","192.168.1.93","TCP","66","52","63300","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3412","80.812075","192.168.1.79","192.168.1.93","TCP","66","52","63350","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3413","80.812076","192.168.1.79","192.168.1.93","TCP","66","52","63288","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3414","80.812077","192.168.1.79","192.168.1.93","TCP","66","52","63437","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3415","80.812077","192.168.1.79","192.168.1.93","TCP","66","52","63472","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3416","80.812078","192.168.1.79","192.168.1.93","TCP","66","52","63362","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3417","80.812079","192.168.1.79","192.168.1.93","TCP","66","52","63367","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3418","80.812080","192.168.1.79","192.168.1.93","TCP","66","52","63477","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3419","80.812081","192.168.1.79","192.168.1.93","TCP","66","52","63368","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3420","80.812082","192.168.1.79","192.168.1.93","TCP","66","52","63482","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3421","80.812083","192.168.1.79","192.168.1.93","TCP","66","52","63285","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3422","80.812083","192.168.1.79","192.168.1.93","TCP","66","52","63373","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3423","80.812084","192.168.1.79","192.168.1.93","TCP","66","52","63456","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3424","80.812085","192.168.1.79","192.168.1.93","TCP","66","52","63290","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3425","80.812086","192.168.1.79","192.168.1.93","TCP","66","52","63353","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3426","80.812087","192.168.1.79","192.168.1.93","TCP","66","52","63461","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3427","80.812088","192.168.1.79","192.168.1.93","TCP","66","52","63295","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3428","80.812088","192.168.1.79","192.168.1.93","TCP","66","52","63356","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3429","80.812089","192.168.1.79","192.168.1.93","TCP","66","52","63466","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3430","80.812090","192.168.1.79","192.168.1.93","TCP","66","52","63410","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3431","80.812091","192.168.1.79","192.168.1.93","TCP","66","52","63314","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3432","80.812092","192.168.1.79","192.168.1.93","TCP","66","52","63471","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3433","80.812093","192.168.1.79","192.168.1.93","TCP","66","52","63415","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3434","80.812094","192.168.1.79","192.168.1.93","TCP","66","52","63319","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3435","80.812094","192.168.1.79","192.168.1.93","TCP","66","52","63416","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3436","80.812095","192.168.1.79","192.168.1.93","TCP","66","52","63242","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3437","80.812096","192.168.1.79","192.168.1.93","TCP","66","52","63320","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3438","80.812097","192.168.1.79","192.168.1.93","TCP","66","52","63421","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3439","80.812098","192.168.1.79","192.168.1.93","TCP","66","52","63325","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3440","80.812099","192.168.1.79","192.168.1.93","TCP","66","52","63440","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3441","80.812100","192.168.1.79","192.168.1.93","TCP","66","52","63247","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3442","80.812101","192.168.1.79","192.168.1.93","TCP","66","52","63445","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3443","80.812103","192.168.1.79","192.168.1.93","TCP","66","52","63379","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3444","80.812104","192.168.1.79","192.168.1.93","TCP","66","52","63330","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3445","80.812106","192.168.1.79","192.168.1.93","TCP","66","52","63307","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3446","80.812107","192.168.1.79","192.168.1.93","TCP","66","52","63382","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3447","80.812109","192.168.1.79","192.168.1.93","TCP","66","52","63450","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3448","80.812111","192.168.1.79","192.168.1.93","TCP","66","52","63335","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3449","80.812112","192.168.1.79","192.168.1.93","TCP","66","52","63360","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3450","80.812113","192.168.1.79","192.168.1.93","TCP","66","52","63455","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3451","80.812115","192.168.1.79","192.168.1.93","TCP","66","52","63385","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3452","80.812117","192.168.1.79","192.168.1.93","TCP","66","52","63336","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3453","80.812118","192.168.1.79","192.168.1.93","TCP","66","52","63365","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3454","80.812120","192.168.1.79","192.168.1.93","TCP","66","52","63388","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3455","80.812121","192.168.1.79","192.168.1.93","TCP","66","52","63239","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3456","80.812121","192.168.1.79","192.168.1.93","TCP","66","52","63341","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3457","80.812122","192.168.1.79","192.168.1.93","TCP","66","52","63370","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3458","80.812123","192.168.1.79","192.168.1.93","TCP","66","52","63473","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3459","80.812124","192.168.1.79","192.168.1.93","TCP","66","52","63395","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3460","80.812125","192.168.1.79","192.168.1.93","TCP","66","52","63240","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3461","80.812126","192.168.1.79","192.168.1.93","TCP","66","52","63375","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3462","80.812127","192.168.1.79","192.168.1.93","TCP","66","52","63476","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3463","80.812128","192.168.1.79","192.168.1.93","TCP","66","52","63398","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3464","80.812129","192.168.1.79","192.168.1.93","TCP","66","52","63458","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3465","80.812129","192.168.1.79","192.168.1.93","TCP","66","52","63245","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3466","80.812130","192.168.1.79","192.168.1.93","TCP","66","52","63401","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3467","80.812131","192.168.1.79","192.168.1.93","TCP","66","52","63351","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3468","80.812132","192.168.1.79","192.168.1.93","TCP","66","52","63486","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3469","80.812133","192.168.1.79","192.168.1.93","TCP","66","52","63328","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3470","80.812134","192.168.1.79","192.168.1.93","TCP","66","52","63463","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3471","80.812135","192.168.1.79","192.168.1.93","TCP","66","52","63404","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3472","80.812136","192.168.1.79","192.168.1.93","TCP","66","52","63333","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3473","80.812137","192.168.1.79","192.168.1.93","TCP","66","52","63464","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3474","80.812138","192.168.1.79","192.168.1.93","TCP","66","52","63425","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3475","80.812139","192.168.1.79","192.168.1.93","TCP","66","52","63338","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3476","80.812140","192.168.1.79","192.168.1.93","TCP","66","52","63352","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3477","80.812141","192.168.1.79","192.168.1.93","TCP","66","52","63469","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"3478","80.812160","192.168.1.93","192.168.1.79","TCP","54","40","80","63346","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3479","80.812160","192.168.1.93","192.168.1.79","TCP","54","40","80","63237","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"3480","80.812161","192.168.1.93","192.168.1.79","TCP","54","40","80","63308","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
