Number,Time,Source,Destination,Protocol,Length,TotalLength,SourcePort,DestinationPort,DestinationMacAddress,SourceMacAddress,,PacketClassification
2545,80.368521,192.168.1.93,192.168.1.79,TCP,54,40,80,61739,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2546,80.368521,192.168.1.93,192.168.1.79,TCP,54,40,80,61736,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2547,80.368521,192.168.1.93,192.168.1.79,TCP,54,40,80,61751,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2548,80.368536,192.168.1.93,192.168.1.79,TCP,54,40,80,61747,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2549,80.368536,192.168.1.93,192.168.1.79,TCP,54,40,80,61734,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2550,80.369337,192.168.1.79,192.168.1.93,TCP,66,52,61748,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2551,80.369341,192.168.1.79,192.168.1.93,TCP,66,52,61743,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2552,80.369342,192.168.1.79,192.168.1.93,TCP,66,52,61752,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2553,80.369343,192.168.1.79,192.168.1.93,TCP,66,52,61753,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2554,80.369343,192.168.1.79,192.168.1.93,TCP,66,52,61741,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2555,80.369346,192.168.1.79,192.168.1.93,TCP,66,52,61742,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2556,80.369393,192.168.1.93,192.168.1.79,TCP,54,40,80,61748,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2557,80.369394,192.168.1.93,192.168.1.79,TCP,54,40,80,61743,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2558,80.369394,192.168.1.93,192.168.1.79,TCP,54,40,80,61752,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2559,80.369394,192.168.1.93,192.168.1.79,TCP,54,40,80,61753,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2560,80.369442,192.168.1.93,192.168.1.79,TCP,54,40,80,61741,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2561,80.369442,192.168.1.93,192.168.1.79,TCP,54,40,80,61742,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2562,80.414534,192.168.1.79,192.168.1.93,TCP,66,52,61726,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2563,80.414589,192.168.1.93,192.168.1.79,TCP,54,40,80,61726,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2564,80.884341,192.168.1.79,192.168.1.93,TCP,66,52,61735,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2565,80.884345,192.168.1.79,192.168.1.93,TCP,66,52,61749,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2566,80.884346,192.168.1.79,192.168.1.93,TCP,66,52,61746,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2567,80.884347,192.168.1.79,192.168.1.93,TCP,66,52,61738,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2568,80.884348,192.168.1.79,192.168.1.93,TCP,66,52,61734,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2569,80.88435,192.168.1.79,192.168.1.93,TCP,66,52,61750,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2570,80.884406,192.168.1.93,192.168.1.79,TCP,54,40,80,61735,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2571,80.884407,192.168.1.93,192.168.1.79,TCP,54,40,80,61749,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2572,80.884407,192.168.1.93,192.168.1.79,TCP,54,40,80,61746,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2573,80.884407,192.168.1.93,192.168.1.79,TCP,54,40,80,61738,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2574,80.884407,192.168.1.93,192.168.1.79,TCP,54,40,80,61734,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2575,80.884407,192.168.1.93,192.168.1.79,TCP,54,40,80,61750,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2576,80.884761,192.168.1.79,192.168.1.93,TCP,66,52,61745,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2577,80.884764,192.168.1.79,192.168.1.93,TCP,66,52,61739,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2578,80.884765,192.168.1.79,192.168.1.93,TCP,66,52,61754,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2579,80.884766,192.168.1.79,192.168.1.93,TCP,66,52,61751,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2580,80.884766,192.168.1.79,192.168.1.93,TCP,66,52,61736,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2581,80.884767,192.168.1.79,192.168.1.93,TCP,66,52,61743,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2582,80.884767,192.168.1.79,192.168.1.93,TCP,66,52,61747,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2583,80.884768,192.168.1.79,192.168.1.93,TCP,66,52,61742,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2584,80.884768,192.168.1.79,192.168.1.93,TCP,66,52,61748,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2585,80.88481,192.168.1.93,192.168.1.79,TCP,54,40,80,61745,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2586,80.88481,192.168.1.93,192.168.1.79,TCP,54,40,80,61739,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2587,80.88481,192.168.1.93,192.168.1.79,TCP,54,40,80,61754,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2588,80.884811,192.168.1.93,192.168.1.79,TCP,54,40,80,61751,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2589,80.884811,192.168.1.93,192.168.1.79,TCP,54,40,80,61736,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2590,80.884811,192.168.1.93,192.168.1.79,TCP,54,40,80,61743,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2591,80.884811,192.168.1.93,192.168.1.79,TCP,54,40,80,61747,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2592,80.884811,192.168.1.93,192.168.1.79,TCP,54,40,80,61742,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2593,80.884812,192.168.1.93,192.168.1.79,TCP,54,40,80,61748,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2594,80.885686,192.168.1.79,192.168.1.93,TCP,66,52,61741,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2595,80.885691,192.168.1.79,192.168.1.93,TCP,66,52,61752,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2596,80.885691,192.168.1.79,192.168.1.93,TCP,66,52,61753,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2597,80.885729,192.168.1.93,192.168.1.79,TCP,54,40,80,61741,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2598,80.88573,192.168.1.93,192.168.1.79,TCP,54,40,80,61752,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2599,80.88573,192.168.1.93,192.168.1.79,TCP,54,40,80,61753,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2600,80.931732,192.168.1.79,192.168.1.93,TCP,66,52,61726,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2601,80.931789,192.168.1.93,192.168.1.79,TCP,54,40,80,61726,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2602,81.39887,192.168.1.79,192.168.1.93,TCP,66,52,61735,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2603,81.398874,192.168.1.79,192.168.1.93,TCP,66,52,61749,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2604,81.398875,192.168.1.79,192.168.1.93,TCP,66,52,61746,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2605,81.398876,192.168.1.79,192.168.1.93,TCP,66,52,61745,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2606,81.398877,192.168.1.79,192.168.1.93,TCP,66,52,61734,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2607,81.398928,192.168.1.93,192.168.1.79,TCP,54,40,80,61735,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2608,81.398928,192.168.1.93,192.168.1.79,TCP,54,40,80,61749,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2609,81.398928,192.168.1.93,192.168.1.79,TCP,54,40,80,61746,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2610,81.398929,192.168.1.93,192.168.1.79,TCP,54,40,80,61745,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2611,81.398929,192.168.1.93,192.168.1.79,TCP,54,40,80,61734,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2612,81.399351,192.168.1.79,192.168.1.93,TCP,66,52,61750,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2613,81.399355,192.168.1.79,192.168.1.93,TCP,66,52,61739,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2614,81.399356,192.168.1.79,192.168.1.93,TCP,66,52,61738,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2615,81.399358,192.168.1.79,192.168.1.93,TCP,66,52,61754,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2616,81.399359,192.168.1.79,192.168.1.93,TCP,66,52,61751,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2617,81.39936,192.168.1.79,192.168.1.93,TCP,66,52,61736,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2618,81.399361,192.168.1.79,192.168.1.93,TCP,66,52,61748,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2619,81.399362,192.168.1.79,192.168.1.93,TCP,66,52,61752,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2620,81.399363,192.168.1.79,192.168.1.93,TCP,66,52,61741,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2621,81.399365,192.168.1.79,192.168.1.93,TCP,66,52,61742,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2622,81.399396,192.168.1.93,192.168.1.79,TCP,54,40,80,61750,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2623,81.399396,192.168.1.93,192.168.1.79,TCP,54,40,80,61739,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2624,81.399396,192.168.1.93,192.168.1.79,TCP,54,40,80,61738,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2625,81.399409,192.168.1.93,192.168.1.79,TCP,54,40,80,61754,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2626,81.399409,192.168.1.93,192.168.1.79,TCP,54,40,80,61751,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2627,81.399409,192.168.1.93,192.168.1.79,TCP,54,40,80,61736,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2628,81.399415,192.168.1.93,192.168.1.79,TCP,54,40,80,61748,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2629,81.399415,192.168.1.93,192.168.1.79,TCP,54,40,80,61752,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2630,81.39942,192.168.1.93,192.168.1.79,TCP,54,40,80,61741,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2631,81.399423,192.168.1.93,192.168.1.79,TCP,54,40,80,61742,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2632,81.400794,192.168.1.79,192.168.1.93,TCP,66,52,61743,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2633,81.400799,192.168.1.79,192.168.1.93,TCP,66,52,61747,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2634,81.400801,192.168.1.79,192.168.1.93,TCP,66,52,61753,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2635,81.400849,192.168.1.93,192.168.1.79,TCP,54,40,80,61743,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2636,81.400849,192.168.1.93,192.168.1.79,TCP,54,40,80,61747,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2637,81.400849,192.168.1.93,192.168.1.79,TCP,54,40,80,61753,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2638,82.324084,192.168.1.79,192.168.1.93,TCP,66,52,61259,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2639,82.324087,192.168.1.79,192.168.1.93,TCP,66,52,61257,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2640,82.324088,192.168.1.79,192.168.1.93,TCP,66,52,61271,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2641,82.324089,192.168.1.79,192.168.1.93,TCP,66,52,61255,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2642,82.324138,192.168.1.93,192.168.1.79,TCP,54,40,80,61259,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2643,82.324138,192.168.1.93,192.168.1.79,TCP,54,40,80,61257,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2644,82.324138,192.168.1.93,192.168.1.79,TCP,54,40,80,61271,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2645,82.324178,192.168.1.93,192.168.1.79,TCP,54,40,80,61255,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2646,82.324391,192.168.1.79,192.168.1.93,TCP,66,52,61265,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2647,82.324393,192.168.1.79,192.168.1.93,TCP,66,52,61258,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2648,82.324394,192.168.1.79,192.168.1.93,TCP,66,52,61264,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2649,82.324395,192.168.1.79,192.168.1.93,TCP,66,52,61267,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2650,82.324395,192.168.1.79,192.168.1.93,TCP,66,52,61262,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2651,82.324398,192.168.1.79,192.168.1.93,TCP,66,52,61256,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2652,82.324399,192.168.1.79,192.168.1.93,TCP,66,52,61270,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2653,82.3244,192.168.1.79,192.168.1.93,TCP,66,52,61272,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2654,82.324401,192.168.1.79,192.168.1.93,TCP,66,52,61273,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2655,82.324402,192.168.1.79,192.168.1.93,TCP,66,52,61277,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2656,82.324424,192.168.1.93,192.168.1.79,TCP,54,40,80,61265,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2657,82.324425,192.168.1.93,192.168.1.79,TCP,54,40,80,61258,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2658,82.324425,192.168.1.93,192.168.1.79,TCP,54,40,80,61264,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2659,82.324435,192.168.1.93,192.168.1.79,TCP,54,40,80,61267,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2660,82.324436,192.168.1.93,192.168.1.79,TCP,54,40,80,61262,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2661,82.324436,192.168.1.93,192.168.1.79,TCP,54,40,80,61256,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2662,82.324443,192.168.1.93,192.168.1.79,TCP,54,40,80,61270,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2663,82.324443,192.168.1.93,192.168.1.79,TCP,54,40,80,61272,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2664,82.324448,192.168.1.93,192.168.1.79,TCP,54,40,80,61273,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2665,82.324448,192.168.1.93,192.168.1.79,TCP,54,40,80,61277,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2666,82.325086,192.168.1.79,192.168.1.93,TCP,66,52,61276,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2667,82.325089,192.168.1.79,192.168.1.93,TCP,66,52,61260,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2668,82.32509,192.168.1.79,192.168.1.93,TCP,66,52,61261,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2669,82.32509,192.168.1.79,192.168.1.93,TCP,66,52,61274,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2670,82.325091,192.168.1.79,192.168.1.93,TCP,66,52,61279,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2671,82.325094,192.168.1.79,192.168.1.93,TCP,66,52,61263,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2672,82.325094,192.168.1.79,192.168.1.93,TCP,66,52,61268,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2673,82.325129,192.168.1.93,192.168.1.79,TCP,54,40,80,61276,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2674,82.325129,192.168.1.93,192.168.1.79,TCP,54,40,80,61260,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2675,82.325129,192.168.1.93,192.168.1.79,TCP,54,40,80,61261,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2676,82.325143,192.168.1.93,192.168.1.79,TCP,54,40,80,61274,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2677,82.325143,192.168.1.93,192.168.1.79,TCP,54,40,80,61279,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2678,82.325143,192.168.1.93,192.168.1.79,TCP,54,40,80,61263,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2679,82.325143,192.168.1.93,192.168.1.79,TCP,54,40,80,61268,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2680,82.325356,192.168.1.79,192.168.1.93,TCP,66,52,61275,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2681,82.325358,192.168.1.79,192.168.1.93,TCP,66,52,61278,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2682,82.325386,192.168.1.93,192.168.1.79,TCP,54,40,80,61275,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2683,82.325386,192.168.1.93,192.168.1.79,TCP,54,40,80,61278,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2684,82.340062,192.168.1.79,192.168.1.93,TCP,66,52,61296,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2685,82.340066,192.168.1.79,192.168.1.93,TCP,66,52,61312,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2686,82.340068,192.168.1.79,192.168.1.93,TCP,66,52,61317,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2687,82.340069,192.168.1.79,192.168.1.93,TCP,66,52,61297,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2688,82.34007,192.168.1.79,192.168.1.93,TCP,66,52,61301,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2689,82.34008,192.168.1.79,192.168.1.93,TCP,66,52,61298,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2690,82.340132,192.168.1.93,192.168.1.79,TCP,54,40,80,61296,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2691,82.340132,192.168.1.93,192.168.1.79,TCP,54,40,80,61312,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2692,82.340132,192.168.1.93,192.168.1.79,TCP,54,40,80,61317,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2693,82.340132,192.168.1.93,192.168.1.79,TCP,54,40,80,61297,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2694,82.340133,192.168.1.93,192.168.1.79,TCP,54,40,80,61301,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2695,82.340133,192.168.1.93,192.168.1.79,TCP,54,40,80,61298,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2696,82.340601,192.168.1.79,192.168.1.93,TCP,66,52,61313,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2697,82.340604,192.168.1.79,192.168.1.93,TCP,66,52,61283,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2698,82.340604,192.168.1.79,192.168.1.93,TCP,66,52,61299,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2699,82.340605,192.168.1.79,192.168.1.93,TCP,66,52,61331,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2700,82.340606,192.168.1.79,192.168.1.93,TCP,66,52,61315,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2701,82.340606,192.168.1.79,192.168.1.93,TCP,66,52,61322,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2702,82.340607,192.168.1.79,192.168.1.93,TCP,66,52,61328,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2703,82.340607,192.168.1.79,192.168.1.93,TCP,66,52,61280,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2704,82.340608,192.168.1.79,192.168.1.93,TCP,66,52,61300,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2705,82.340609,192.168.1.79,192.168.1.93,TCP,66,52,61316,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2706,82.34061,192.168.1.79,192.168.1.93,TCP,66,52,61286,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2707,82.340611,192.168.1.79,192.168.1.93,TCP,66,52,61303,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2708,82.340612,192.168.1.79,192.168.1.93,TCP,66,52,61334,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2709,82.340612,192.168.1.79,192.168.1.93,TCP,66,52,61314,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2710,82.340613,192.168.1.79,192.168.1.93,TCP,66,52,61282,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2711,82.340614,192.168.1.79,192.168.1.93,TCP,66,52,61330,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2712,82.340615,192.168.1.79,192.168.1.93,TCP,66,52,61281,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2713,82.340615,192.168.1.79,192.168.1.93,TCP,66,52,61319,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2714,82.340616,192.168.1.79,192.168.1.93,TCP,66,52,61329,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2715,82.340617,192.168.1.79,192.168.1.93,TCP,66,52,61302,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2716,82.340618,192.168.1.79,192.168.1.93,TCP,66,52,61320,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2717,82.340618,192.168.1.79,192.168.1.93,TCP,66,52,61335,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2718,82.340619,192.168.1.79,192.168.1.93,TCP,66,52,61284,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2719,82.340619,192.168.1.79,192.168.1.93,TCP,66,52,61287,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
2720,82.340682,192.168.1.93,192.168.1.79,TCP,54,40,80,61313,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2721,82.340683,192.168.1.93,192.168.1.79,TCP,54,40,80,61283,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2722,82.340683,192.168.1.93,192.168.1.79,TCP,54,40,80,61299,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2723,82.340683,192.168.1.93,192.168.1.79,TCP,54,40,80,61331,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2724,82.340684,192.168.1.93,192.168.1.79,TCP,54,40,80,61315,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2725,82.340684,192.168.1.93,192.168.1.79,TCP,54,40,80,61322,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2726,82.340684,192.168.1.93,192.168.1.79,TCP,54,40,80,61328,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2727,82.340684,192.168.1.93,192.168.1.79,TCP,54,40,80,61280,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2728,82.340685,192.168.1.93,192.168.1.79,TCP,54,40,80,61300,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2729,82.340685,192.168.1.93,192.168.1.79,TCP,54,40,80,61316,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2730,82.340685,192.168.1.93,192.168.1.79,TCP,54,40,80,61286,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2731,82.340686,192.168.1.93,192.168.1.79,TCP,54,40,80,61303,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2732,82.340686,192.168.1.93,192.168.1.79,TCP,54,40,80,61334,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2733,82.340727,192.168.1.93,192.168.1.79,TCP,54,40,80,61314,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
2734,82.340728,192.168.1.93,192.168.1.79,TCP,54,40,80,61282,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
